Congress,DistNum,State,PartyCode,Name,FirstDim
1,98,CONNECT,5000,STURGES,0.565
1,98,CONNECT,5000,WADSWORTH,0.765
1,98,CONNECT,5000,SHERMAN,0.608
1,98,CONNECT,5000,HUNTINGTON,0.666
1,98,CONNECT,5000,TRUMBULL,0.705
1,1,DELAWAR,5000,VINING,0.44
1,1,GEORGIA,4000,JACKSON,-0.355
1,2,GEORGIA,4000,BALDWIN,-0.165
1,3,GEORGIA,4000,MATHEWS,-0.411
1,1,MARYLAN,4000,STONE,0.054
1,2,MARYLAN,4000,SENEY,0.238
1,3,MARYLAN,4000,CONTEE,-0.079
1,4,MARYLAN,4000,SMITH  W.,0.403
1,5,MARYLAN,5000,GALE,0.264
1,6,MARYLAN,5000,CARROLL,0.113
1,1,MASSACH,5000,AMES,0.872
1,2,MASSACH,5000,GOODHUE,0.791
1,3,MASSACH,4000,GERRY,0.594
1,4,MASSACH,5000,SEDGWICK,0.865
1,5,MASSACH,5000,PARTRIDGE,0.765
1,6,MASSACH,5000,THACHER,0.857
1,7,MASSACH,5000,LEONARD,0.86
1,8,MASSACH,4000,GROUT,0.359
1,98,NEW HAM,5000,GILMAN,0.4
1,98,NEW HAM,5000,FOSTER,0.762
1,98,NEW HAM,4000,LIVERMORE,0.354
1,98,NEW JER,5000,BOUDINOT,0.59
1,98,NEW JER,5000,CADWALADER,0.697
1,98,NEW JER,5000,SCHUREMAN,0.634
1,98,NEW JER,5000,SINNICKSON,0.576
1,1,NEW YOR,4000,FLOYD,0.408
1,2,NEW YOR,5000,LAURANCE,0.768
1,3,NEW YOR,5000,BENSON,0.824
1,4,NEW YOR,4000,HATHORN,0.172
1,5,NEW YOR,5000,SILVESTER,0.565
1,6,NEW YOR,4000,VANRENSSELA,0.33
1,1,NORTH C,4000,ASHE,-0.473
1,2,NORTH C,4000,WILLIAMSON,0.023
1,3,NORTH C,4000,BLOODWORTH,-0.364
1,4,NORTH C,5000,STEELE,0.223
1,5,NORTH C,5000,SEVIER,-0.088
1,98,PENNSYL,4000,HIESTER,0.087
1,98,PENNSYL,5000,MUHLENGBRG,0.102
1,98,PENNSYL,5000,HARTLEY,0.463
1,98,PENNSYL,5000,SCOTT,0.349
1,98,PENNSYL,5000,WYNKOOP,0.648
1,98,PENNSYL,5000,CLYMER,0.623
1,98,PENNSYL,5000,FITZSIMONS,0.534
1,1,SOUTH C,5000,SMITH  W.L.,0.484
1,2,SOUTH C,4000,BURKE,0.147
1,3,SOUTH C,5000,HUGER,0.53
1,4,SOUTH C,4000,SUMTER,-0.75
1,5,SOUTH C,4000,TUCKER,0.197
1,1,VIRGINI,5000,WHITE,0.124
1,2,VIRGINI,4000,BROWN,-0.302
1,3,VIRGINI,4000,MOORE,-0.246
1,4,VIRGINI,5000,LEE,0.251
1,5,VIRGINI,4000,MADISON,-0.053
1,6,VIRGINI,4000,COLES,-0.366
1,7,VIRGINI,4000,PAGE,-0.037
1,8,VIRGINI,4000,PARKER,0.194
1,9,VIRGINI,4000,BLAND,-0.789
1,10,VIRGINI,5000,GRIFFIN,0.196
1,0,CONNECT,5000,JOHNSON,1
1,0,CONNECT,5000,ELLSWORTH,0.526
1,0,DELAWAR,4000,BASSETT,0.058
1,0,DELAWAR,5000,READ,0.269
1,0,GEORGIA,4000,FEW,-0.581
1,0,GEORGIA,4000,GUNN,0.23
1,0,MARYLAN,5000,CARROLL,0.233
1,0,MARYLAN,5000,HENRY,0.122
1,0,MASSACH,5000,DALTON,0.801
1,0,MASSACH,5000,STRONG,0.65
1,0,NEW HAM,5000,LANGDON,-0.386
1,0,NEW HAM,4000,WINGATE,-0.028
1,0,NEW JER,5000,ELMER,0.384
1,0,NEW JER,5000,PATERSON,0.965
1,0,NEW YOR,5000,SCHUYLER,0.941
1,0,NEW YOR,5000,KING,0.588
1,0,NORTH C,5000,HAWKINS,-0.055
1,0,NORTH C,5000,JOHNSTON,-0.001
1,0,PENNSYL,4000,MACLAY,-0.695
1,0,PENNSYL,5000,MORRIS,0.667
1,0,RHODE I,4000,STANTON,-0.091
1,0,RHODE I,5000,FOSTER,0.288
1,0,SOUTH C,5000,BUTLER,-0.442
1,0,SOUTH C,5000,IZARD,0.48
1,0,VIRGINI,4000,LEE,-0.401
1,0,VIRGINI,5000,WALKER,-0.829
2,98,CONNECT,5000,HILLHOUSE,0.71
2,98,CONNECT,5000,LEARNED,0.828
2,98,CONNECT,5000,STURGES,0.565
2,98,CONNECT,5000,WADSWORTH,0.765
2,1,DELAWAR,5000,VINING,0.44
2,1,GEORGIA,4000,WAYNE,0.143
2,2,GEORGIA,4000,BALDWIN,-0.165
2,3,GEORGIA,4000,WILLIS,-0.132
2,1,KENTUCK,4000,GREENUP,-0.185
2,2,KENTUCK,4000,ORR,-0.018
2,1,MARYLAN,5000,KEY,0.253
2,2,MARYLAN,4000,SENEY,0.238
2,3,MARYLAN,4000,MERCER,-0.469
2,4,MARYLAN,4000,STERETT,0.406
2,5,MARYLAN,5000,MURRAY,0.426
2,1,MASSACH,5000,AMES,0.872
2,2,MASSACH,5000,GOODHUE,0.791
2,3,MASSACH,4000,GERRY,0.594
2,4,MASSACH,5000,SEDGWICK,0.865
2,5,MASSACH,5000,BOURNE,0.947
2,6,MASSACH,5000,LEONARD,0.86
2,7,MASSACH,5000,WARD,0.957
2,8,MASSACH,5000,THACHER,0.857
2,98,NEW HAM,5000,LIVERMORE,0.354
2,98,NEW HAM,5000,SMITH  J.,0.464
2,98,NEW HAM,5000,GILMAN,0.4
2,98,NEW JER,5000,KITCHELL,0.065
2,98,NEW JER,5000,DAYTON,0.485
2,98,NEW JER,5000,BOUDINOT,0.59
2,98,NEW JER,5000,CLARK,0.275
2,1,NEW YOR,4000,TREDWELL,-0.158
2,2,NEW YOR,5000,LAURANCE,0.768
2,3,NEW YOR,5000,BENSON,0.824
2,4,NEW YOR,4000,SCHOONMAKER,-0.021
2,5,NEW YOR,5000,SILVESTER,0.565
2,6,NEW YOR,5000,GORDON,0.571
2,1,NORTH C,5000,STEELE,0.223
2,2,NORTH C,4000,MACON,-0.291
2,3,NORTH C,4000,ASHE,-0.473
2,4,NORTH C,4000,WILLIAMSON,0.023
2,5,NORTH C,5000,GROVE,0.309
2,1,PENNSYL,5000,FITZSIMONS,0.534
2,2,PENNSYL,4000,MUHLENBERG,0.249
2,3,PENNSYL,5000,JACOBS,0.287
2,4,PENNSYL,4000,HIESTER,0.087
2,5,PENNSYL,5000,KITTERA,0.583
2,6,PENNSYL,4000,GREGG,-0.021
2,7,PENNSYL,5000,HARTLEY,0.463
2,8,PENNSYL,4000,FINDLEY,-0.03
2,1,RHODE I,5000,BOURN,0.729
2,1,SOUTH C,5000,SMITH  W.L.,0.484
2,2,SOUTH C,5000,BARNWELL,0.642
2,3,SOUTH C,5000,HUGER,0.53
2,4,SOUTH C,4000,SUMTER,-0.75
2,5,SOUTH C,4000,TUCKER,0.197
2,1,VERMONT,4000,SMITH  I.,0.031
2,2,VERMONT,4000,NILES,0.26
2,1,VIRGINI,5000,WHITE,0.124
2,2,VIRGINI,4000,BROWN,-0.302
2,3,VIRGINI,4000,MOORE,-0.246
2,4,VIRGINI,5000,LEE,0.251
2,5,VIRGINI,4000,MADISON,-0.053
2,6,VIRGINI,4000,VENABLE,-0.252
2,7,VIRGINI,4000,PAGE,-0.037
2,8,VIRGINI,4000,PARKER,0.194
2,9,VIRGINI,4000,GILES,0.013
2,10,VIRGINI,4000,GRIFFIN,0.196
2,0,CONNECT,5000,ELLSWORTH,0.526
2,0,CONNECT,5000,SHERMAN,0.608
2,0,DELAWAR,5000,BASSETT,0.058
2,0,DELAWAR,5000,READ,0.269
2,0,GEORGIA,4000,GUNN,0.23
2,0,GEORGIA,4000,FEW,-0.581
2,0,MARYLAN,5000,HENRY,0.122
2,0,MARYLAN,5000,CARROLL,0.233
2,0,MASSACH,5000,STRONG,0.65
2,0,MASSACH,5000,CABOT,0.677
2,0,NEW HAM,5000,LANGDON,-0.386
2,0,NEW HAM,4000,WINGATE,-0.028
2,0,NEW JER,5000,DICKINSON,0.616
2,0,NEW JER,5000,RUTHERFURD,0.908
2,0,NEW YOR,5000,KING,0.588
2,0,NEW YOR,4000,BURR,-0.894
2,0,NORTH C,5000,JOHNSTON,-0.001
2,0,NORTH C,4000,HAWKINS,-0.055
2,0,PENNSYL,5000,MORRIS,0.667
2,0,RHODE I,4000,STANTON,-0.091
2,0,RHODE I,5000,FOSTER,0.288
2,0,SOUTH C,4000,BUTLER,-0.442
2,0,SOUTH C,5000,IZARD,0.48
2,0,VERMONT,4000,ROBINSON,-0.757
2,0,VERMONT,4000,BRADLEY,0.088
2,0,VIRGINI,4000,MONROE,-0.538
2,0,VIRGINI,4000,LEE,-0.401
3,98,CONNECT,5000,TRUMBELL,0.705
3,98,CONNECT,5000,LEARNED,0.828
3,98,CONNECT,5000,COIT,0.509
3,98,CONNECT,5000,HILLHOUSE,0.71
3,98,CONNECT,5000,TRACY,0.746
3,98,CONNECT,5000,SWIFT,0.487
3,98,CONNECT,5000,WADSWORTH J,0.765
3,1,DELAWAR,5000,LATIMER,0.761
3,98,GEORGIA,4000,BALDWIN,-0.165
3,98,GEORGIA,4000,CARNES,0.02
3,1,KENTUCK,4000,GREENUP,-0.185
3,2,KENTUCK,4000,ORR,-0.018
3,1,MARYLAN,5000,DENT,0.294
3,4,MARYLAN,4000,SPRIGG,0.113
3,5,MARYLAN,4000,SMITH  S.,0.031
3,6,MARYLAN,4000,CHRISTIE,-0.029
3,7,MARYLAN,5000,HINDMAN,0.806
3,8,MARYLAN,5000,MURRAY,0.426
3,1,MASSACH,5000,GOODHUE,0.791
3,1,MASSACH,4000,HOLTEN,0.595
3,1,MASSACH,5000,AMES,0.872
3,1,MASSACH,5000,DEXTER,0.469
3,2,MASSACH,4000,LYMAN,-0.135
3,2,MASSACH,5000,WARD,0.957
3,2,MASSACH,5000,FOSTER,0.695
3,2,MASSACH,5000,SEDGWICK,0.865
3,3,MASSACH,5000,BOURNE,0.947
3,3,MASSACH,5000,COFFIN,0.803
3,4,MASSACH,4000,DEARBORN,0.158
3,4,MASSACH,5000,WADSWORTH P,0.655
3,4,MASSACH,5000,THACHER,0.857
3,99,MASSACH,5000,COBB,0.754
3,98,NEW HAM,5000,GILMAN,0.4
3,98,NEW HAM,5000,WINGATE,-0.028
3,98,NEW HAM,5000,SMITH  J.,0.464
3,98,NEW HAM,4000,SHERBURNE,0.202
3,98,NEW JER,5000,BEATTY,0.533
3,98,NEW JER,5000,BOUDINOT,0.59
3,98,NEW JER,5000,CADWALADER,0.697
3,98,NEW JER,5000,DAYTON,0.485
3,98,NEW JER,5000,CLARK,0.275
3,1,NEW YOR,5000,WATTS,0.812
3,2,NEW YOR,4000,TREDWELL,-0.158
3,3,NEW YOR,4000,VANCORTLAND,0.058
3,4,NEW YOR,5000,VANGAASBECK,0.726
3,5,NEW YOR,4000,BAILEY,-0.137
3,6,NEW YOR,5000,GILBERT,0.775
3,7,NEW YOR,5000,VAN ALEN,0.676
3,8,NEW YOR,5000,GLEN,0.751
3,9,NEW YOR,5000,GORDON,0.571
3,10,NEW YOR,5000,TALBOT,0.992
3,1,NORTH C,4000,MCDOWELL,-0.558
3,2,NORTH C,4000,LOCKE,-0.491
3,3,NORTH C,4000,WINSTON,-0.109
3,4,NORTH C,4000,MEBANE,-0.329
3,5,NORTH C,4000,MACON,-0.291
3,6,NORTH C,4000,GILLESPIE,-0.101
3,7,NORTH C,5000,GROVE,0.309
3,8,NORTH C,4000,DAWSON,-0.109
3,9,NORTH C,4000,BLOUNT,-0.318
3,10,NORTH C,4000,WILLIAMS,-0.147
3,98,PENNSYL,4000,MONTGOMERY,0.16
3,98,PENNSYL,4000,IRVINE,0.154
3,98,PENNSYL,4000,GREGG,-0.021
3,98,PENNSYL,5000,HARTLEY,0.463
3,98,PENNSYL,4000,SMILIE,-0.161
3,98,PENNSYL,4000,MUHLENBERGJ,0.102
3,98,PENNSYL,4000,HIESTER,0.087
3,98,PENNSYL,5000,ARMSTRONG,0.309
3,98,PENNSYL,4000,FINDLEY,-0.03
3,98,PENNSYL,5000,FITZSIMONS,0.534
3,98,PENNSYL,5000,KITTERA,0.583
3,98,PENNSYL,5000,SCOTT,0.349
3,98,RHODE I,5000,BOURN,0.729
3,98,RHODE I,5000,MALBONE,0.746
3,1,SOUTH C,5000,SMITH  W.L.,0.484
3,2,SOUTH C,4000,HUNTER,0.173
3,4,SOUTH C,4000,WINN,-0.192
3,5,SOUTH C,4000,GILLON,0.193
3,6,SOUTH C,4000,PICKENS,0.386
3,1,VERMONT,4000,SMITH  I.,0.031
3,2,VERMONT,4000,NILES,0.26
3,1,VIRGINI,4000,RUTHERFORD,-0.11
3,2,VIRGINI,4000,MOORE,-0.246
3,3,VIRGINI,4000,NEVILLE,0.007
3,4,VIRGINI,4000,PRESTON,-0.113
3,5,VIRGINI,5000,HANCOCK,-0.013
3,6,VIRGINI,4000,COLES,-0.366
3,7,VIRGINI,4000,VENABLE,-0.252
3,8,VIRGINI,4000,CLAIBORNE,-0.117
3,9,VIRGINI,4000,GILES,0.013
3,10,VIRGINI,4000,HARRISON,-0.056
3,11,VIRGINI,5000,PARKER,0.194
3,12,VIRGINI,4000,PAGE,-0.037
3,13,VIRGINI,5000,GRIFFIN,0.196
3,14,VIRGINI,4000,WALKER,-0.5
3,15,VIRGINI,4000,MADISON,-0.053
3,16,VIRGINI,4000,NEW,-0.23
3,17,VIRGINI,5000,LEE,0.251
3,18,VIRGINI,4000,NICHOLAS,-0.067
3,19,VIRGINI,4000,HEATH,0.022
3,0,CONNECT,5000,ELLSWORTH,0.526
3,0,CONNECT,5000,MITCHELL,0.704
3,0,DELAWAR,5000,VINING,0.44
3,0,GEORGIA,4000,JACKSON,-0.355
3,0,GEORGIA,4000,GUNN,0.23
3,0,KENTUCK,4000,EDWARDS,-0.731
3,0,KENTUCK,4000,BROWN,-0.302
3,0,MARYLAN,5000,POTTS,0.421
3,0,MARYLAN,5000,HENRY,0.122
3,0,MASSACH,5000,STRONG,0.65
3,0,MASSACH,5000,CABOT,0.677
3,0,NEW HAM,4000,LANGDON,-0.386
3,0,NEW HAM,5000,LIVERMORE,0.354
3,0,NEW JER,5000,FRELINGHUYS,0.956
3,0,NEW JER,5000,RUTHERFURD,0.908
3,0,NEW YOR,5000,KING,0.588
3,0,NEW YOR,4000,BURR,-0.894
3,0,NORTH C,4000,HAWKINS,-0.055
3,0,NORTH C,4000,MARTIN,-0.167
3,0,PENNSYL,5000,MORRIS,0.667
3,0,PENNSYL,5000,ROSS,0.98
3,0,RHODE I,5000,BRADFORD,0.556
3,0,RHODE I,5000,FOSTER,0.288
3,0,SOUTH C,4000,BUTLER,-0.442
3,0,SOUTH C,5000,IZARD,0.48
3,0,VERMONT,4000,ROBINSON,-0.757
3,0,VERMONT,4000,BRADLEY,0.088
3,0,VIRGINI,4000,TAYLOR,-0.814
3,0,VIRGINI,4000,MONROE,-0.538
4,98,CONNECT,1,COIT,0.509
4,98,CONNECT,1,GOODRICH,0.763
4,98,CONNECT,1,GRISWOLD,0.778
4,98,CONNECT,1,SMITH  N.,0.674
4,98,CONNECT,1,SWIFT,0.487
4,98,CONNECT,1,HILLHOUSE,0.71
4,98,CONNECT,1,TRACY,0.746
4,98,CONNECT,1,DAVENPORT,0.832
4,98,CONNECT,1,DANA,0.772
4,1,DELAWAR,200,PATTEN,-0.117
4,98,GEORGIA,200,MILLEDGE,-0.004
4,98,GEORGIA,200,BALDWIN,-0.165
4,1,KENTUCK,200,GREENUP,-0.185
4,2,KENTUCK,200,ORR,-0.018
4,1,MARYLAN,1,DENT,0.294
4,2,MARYLAN,200,SPRIGG  R.,-0.02
4,3,MARYLAN,1,CRABB,0.171
4,3,MARYLAN,1,CRAIK,0.639
4,4,MARYLAN,200,SPRIGG  T.,0.113
4,5,MARYLAN,200,SMITH  S.,0.031
4,6,MARYLAN,200,CHRISTIE,-0.029
4,7,MARYLAN,1,HINDMAN,0.806
4,8,MARYLAN,1,MURRAY,0.426
4,1,MASSACH,1,SEDGWICK,0.865
4,2,MASSACH,200,LYMAN  W.,-0.135
4,3,MASSACH,1,LYMAN  S.,0.636
4,4,MASSACH,1,FOSTER  D.,0.695
4,5,MASSACH,1,FREEMAN,0.202
4,6,MASSACH,1,REED,0.521
4,8,MASSACH,1,AMES,0.872
4,9,MASSACH,200,VARNUM,-0.078
4,10,MASSACH,1,GOODHUE,0.791
4,10,MASSACH,1,SEWALL,0.691
4,11,MASSACH,1,BRADBURY,0.701
4,12,MASSACH,200,DEARBORN,0.158
4,13,MASSACH,1,WADSWORTH,0.655
4,14,MASSACH,1,THACHER,0.857
4,98,NEW HAM,1,SMITH  J.,0.464
4,98,NEW HAM,1,FOSTER  A.,0.762
4,98,NEW HAM,1,GILMAN,0.4
4,98,NEW HAM,200,SHERBURNE,0.202
4,98,NEW JER,1,KITCHELL,0.065
4,98,NEW JER,1,SMITH  ISAA,0.431
4,98,NEW JER,1,THOMSON,0.578
4,98,NEW JER,1,HENDERSON,0.415
4,1,NEW YOR,200,LIVINGSTON,0
4,2,NEW YOR,200,HAVENS,-0.157
4,3,NEW YOR,200,VANCORTLAND,0.058
4,4,NEW YOR,200,HATHORN,0.172
4,5,NEW YOR,200,BAILEY,-0.137
4,6,NEW YOR,1,GILBERT,0.775
4,7,NEW YOR,1,VAN ALEN,0.676
4,8,NEW YOR,1,GLEN,0.751
4,9,NEW YOR,1,WILLIAMS,0.475
4,10,NEW YOR,1,COOPER,0.757
4,1,NORTH C,200,HOLLAND,-0.261
4,2,NORTH C,200,LOCKE,-0.491
4,3,NORTH C,200,FRANKLIN,-0.221
4,4,NORTH C,200,TATOM,-0.094
4,4,NORTH C,1,STRUDWICK,-0.177
4,5,NORTH C,200,MACON,-0.291
4,6,NORTH C,200,GILLESPIE,-0.101
4,7,NORTH C,1,GROVE,0.309
4,8,NORTH C,200,BURGES,-0.057
4,9,NORTH C,200,BLOUNT,-0.318
4,10,NORTH C,200,BRYAN,-0.163
4,1,PENNSYL,200,SWANWICK,0.039
4,2,PENNSYL,200,MUHLENBERG,0.249
4,3,PENNSYL,1,THOMAS,0.585
4,4,PENNSYL,200,RICHARDS,0.038
4,4,PENNSYL,1,SITGREAVES,0.966
4,5,PENNSYL,200,HIESTER,0.087
4,5,PENNSYL,1,EGE,0.46
4,6,PENNSYL,200,MACLAY,-0.401
4,7,PENNSYL,1,KITTERA,0.583
4,8,PENNSYL,1,HARTLEY,0.463
4,9,PENNSYL,200,GREGG,-0.021
4,10,PENNSYL,200,BARD,-0.399
4,11,PENNSYL,200,FINDLEY,-0.03
4,12,PENNSYL,200,GALLATIN,-0.115
4,98,RHODE I,1,MALBONE,0.746
4,98,RHODE I,1,BOURN,0.729
4,98,RHODE I,1,POTTER,0.511
4,1,SOUTH C,1,SMITH  W.L.,0.484
4,2,SOUTH C,200,HAMPTON,-0.086
4,3,SOUTH C,200,BENTON,-0.405
4,4,SOUTH C,200,WINN,-0.192
4,5,SOUTH C,1,HARPER,0.474
4,6,SOUTH C,200,EARLE,0.018
4,1,TENNESS,200,JACKSON  A.,-0.486
4,1,VERMONT,200,SMITH  ISRA,0.031
4,2,VERMONT,1,BUCK,0.463
4,1,VIRGINI,200,RUTHERFORD,-0.11
4,2,VIRGINI,200,MOORE,-0.246
4,3,VIRGINI,200,JACKSON  G.,-0.558
4,4,VIRGINI,200,PRESTON,-0.113
4,5,VIRGINI,1,HANCOCK,-0.013
4,6,VIRGINI,200,COLES,-0.366
4,7,VIRGINI,200,VENABLE,-0.252
4,8,VIRGINI,200,CLAIBORNE,-0.117
4,9,VIRGINI,200,GILES,0.013
4,10,VIRGINI,200,HARRISON,-0.056
4,11,VIRGINI,1,PARKER,0.194
4,12,VIRGINI,200,PAGE,-0.037
4,13,VIRGINI,200,CLOPTON,-0.265
4,14,VIRGINI,200,CABELL,-0.427
4,15,VIRGINI,200,MADISON,-0.053
4,16,VIRGINI,200,NEW,-0.23
4,17,VIRGINI,200,BRENT,-0.244
4,18,VIRGINI,200,NICHOLAS,-0.067
4,19,VIRGINI,200,HEATH,0.022
4,0,CONNECT,1,TRUMBULL,0.705
4,0,DELAWAR,1,VINING,0.44
4,0,DELAWAR,1,LATIMER,0.761
4,0,GEORGIA,1,GUNN,0.23
4,0,GEORGIA,200,TATTNALL,-0.08
4,0,KENTUCK,1,MARSHALL,-0.151
4,0,KENTUCK,200,BROWN,-0.302
4,0,MARYLAN,1,HENRY,0.122
4,0,MARYLAN,1,POTTS,0.421
4,0,MASSACH,1,STRONG,0.65
4,0,MASSACH,1,CABOT,0.677
4,0,NEW HAM,200,LANGDON,-0.386
4,0,NEW HAM,1,LIVERMORE,0.354
4,0,NEW JER,1,RUTHERFURD,0.908
4,0,NEW JER,1,FRELINGHUYS,0.956
4,0,NEW YOR,200,BURR,-0.894
4,0,NEW YOR,1,KING,0.588
4,0,NORTH C,200,MARTIN,-0.167
4,0,NORTH C,200,BLOODWORTH,-0.364
4,0,PENNSYL,1,ROSS,0.98
4,0,PENNSYL,1,BINGHAM,0.744
4,0,RHODE I,1,BRADFORD,0.556
4,0,RHODE I,1,FOSTER,0.288
4,0,SOUTH C,1,READ,0.8
4,0,SOUTH C,200,BUTLER,-0.442
4,0,VERMONT,1,PAINE,0.435
4,0,VERMONT,200,ROBINSON,-0.757
4,0,VIRGINI,200,TAZEWELL,-0.683
4,0,VIRGINI,200,MASON,-0.647
5,98,CONNECT,1,ALLEN,0.661
5,98,CONNECT,1,SMITH  N.,0.674
5,98,CONNECT,1,GRISWOLD,0.778
5,98,CONNECT,1,GOODRICH,0.763
5,98,CONNECT,1,DANA,0.772
5,98,CONNECT,1,COIT,0.509
5,98,CONNECT,1,DAVENPORT,0.832
5,98,CONNECT,1,EDMOND,0.766
5,98,CONNECT,1,BRACE,0.6
5,1,DELAWAR,1,BAYARD,0.624
5,98,GEORGIA,200,MILLEDGE,-0.004
5,98,GEORGIA,200,BALDWIN,-0.165
5,1,KENTUCK,200,DAVIS,0.105
5,2,KENTUCK,200,FOWLER,-0.032
5,1,MARYLAN,1,DENT,0.294
5,2,MARYLAN,200,SPRIGG,-0.02
5,3,MARYLAN,1,CRAIK,0.639
5,4,MARYLAN,1,BAER,0.497
5,5,MARYLAN,200,SMITH  S.,0.031
5,6,MARYLAN,1,MATTHEWS,0.448
5,7,MARYLAN,1,HINDMAN,0.806
5,8,MARYLAN,1,DENNIS,0.535
5,1,MASSACH,200,SKINNER,-0.064
5,2,MASSACH,1,SHEPARD,0.65
5,3,MASSACH,1,LYMAN,0.636
5,4,MASSACH,1,FOSTER  D.,0.695
5,5,MASSACH,200,FREEMAN  N.,0.202
5,6,MASSACH,1,REED,0.521
5,7,MASSACH,1,BULLOCK,0.377
5,8,MASSACH,1,OTIS,0.668
5,9,MASSACH,200,VARNUM,-0.078
5,10,MASSACH,1,SEWALL,0.691
5,11,MASSACH,1,BRADBURY,0.701
5,11,MASSACH,1,BARTLETT,0.552
5,12,MASSACH,1,PARKER  I.,0.713
5,13,MASSACH,1,WADSWORTH,0.655
5,14,MASSACH,1,THACHER,0.857
5,98,NEW HAM,1,FREEMAN  J.,0.6
5,98,NEW HAM,1,GORDON,0.736
5,98,NEW HAM,1,FOSTER  D.,0.762
5,98,NEW HAM,1,SMITH  J.,0.464
5,98,NEW HAM,1,SPRAGUE,0.466
5,98,NEW JER,1,SINNICKSON,0.576
5,98,NEW JER,1,IMLAY,0.737
5,98,NEW JER,1,THOMSON,0.578
5,98,NEW JER,1,SCHUREMAN,0.634
5,1,NEW YOR,200,LIVINGSTON,0
5,2,NEW YOR,200,HAVENS,-0.157
5,3,NEW YOR,200,VANCORTLAND,0.058
5,4,NEW YOR,200,ELMENDORF,-0.207
5,5,NEW YOR,1,BROOKS,0.73
5,6,NEW YOR,1,HOSMER,0.662
5,7,NEW YOR,1,VAN ALEN,0.676
5,8,NEW YOR,1,GLEN,0.751
5,9,NEW YOR,1,WILLIAMS J.,0.475
5,10,NEW YOR,1,COCHRAN,0.723
5,1,NORTH C,200,MCDOWELL,-0.483
5,2,NORTH C,200,LOCKE,-0.491
5,3,NORTH C,200,WILLIAMS R.,0.004
5,4,NORTH C,200,STANFORD,-0.121
5,5,NORTH C,200,MACON,-0.291
5,6,NORTH C,200,GILLESPIE,-0.101
5,7,NORTH C,1,GROVE,0.309
5,8,NORTH C,200,BURGES,-0.057
5,9,NORTH C,200,BLOUNT,-0.318
5,10,NORTH C,200,BRYAN,-0.163
5,10,NORTH C,200,SPAIGHT,0.193
5,1,PENNSYL,200,SWANWICK,0.039
5,1,PENNSYL,1,WALN,0.717
5,2,PENNSYL,200,MCCLENACHAN,-0.559
5,3,PENNSYL,1,THOMAS,0.585
5,4,PENNSYL,1,CHAPMAN,0.408
5,4,PENNSYL,1,SITGREAVES,0.966
5,4,PENNSYL,200,BROWN,-0.277
5,5,PENNSYL,200,HIESTER,-0.04
5,6,PENNSYL,200,HANNA,-0.002
5,7,PENNSYL,1,KITTERA,0.583
5,8,PENNSYL,1,HARTLEY,0.463
5,9,PENNSYL,200,GREGG,-0.021
5,10,PENNSYL,200,BARD,-0.399
5,11,PENNSYL,200,FINDLEY,-0.03
5,12,PENNSYL,200,GALLATIN,-0.115
5,98,RHODE I,1,CHAMPLIN,0.639
5,98,RHODE I,1,POTTER,0.511
5,98,RHODE I,1,TILLINGHAST,0.349
5,1,SOUTH C,1,SMITH  W.L.,0.484
5,1,SOUTH C,1,PINCKNEY,0.612
5,2,SOUTH C,1,RUTLEDGE,0.681
5,3,SOUTH C,200,BENTON,-0.405
5,4,SOUTH C,200,SUMTER,-0.75
5,5,SOUTH C,1,HARPER,0.474
5,6,SOUTH C,200,SMITH  W.,0.06
5,1,TENNESS,200,CLAIBORNE W,-0.005
5,1,VERMONT,200,LYON,0.13
5,2,VERMONT,1,MORRIS,0.674
5,1,VIRGINI,1,MORGAN,0.538
5,2,VIRGINI,200,HOLMES,-0.148
5,3,VIRGINI,1,MACHIR,0.458
5,4,VIRGINI,200,TRIGG  A.,-0.139
5,5,VIRGINI,200,TRIGG  J.,-0.071
5,6,VIRGINI,200,CLAY,-0.268
5,7,VIRGINI,200,VENABLE,-0.252
5,8,VIRGINI,200,CLAIBORNE T,-0.117
5,9,VIRGINI,200,GILES,0.013
5,9,VIRGINI,200,EGGLESTON,-0.301
5,10,VIRGINI,200,HARRISON,-0.056
5,11,VIRGINI,1,PARKER  J.,0.194
5,12,VIRGINI,1,EVANS,0.518
5,13,VIRGINI,200,CLOPTON,-0.265
5,14,VIRGINI,200,CABELL,-0.427
5,15,VIRGINI,200,DAWSON,-0.12
5,16,VIRGINI,200,NEW,-0.23
5,17,VIRGINI,200,BRENT,-0.244
5,18,VIRGINI,200,NICHOLAS,-0.067
5,19,VIRGINI,200,JONES,-0.099
5,0,CONNECT,1,HILLHOUSE,0.71
5,0,CONNECT,1,TRACY,0.746
5,0,DELAWAR,1,LATIMER,0.761
5,0,DELAWAR,1,CLAYTON,0.756
5,0,GEORGIA,1,GUNN,0.23
5,0,GEORGIA,200,TATTNALL,-0.08
5,0,KENTUCK,200,BROWN,-0.302
5,0,KENTUCK,1,MARSHALL,-0.151
5,0,MARYLAN,1,HOWARD,0.597
5,0,MARYLAN,1,LLOYD,0.571
5,0,MASSACH,1,SEDGWICK,0.865
5,0,MASSACH,1,GOODHUE,0.791
5,0,NEW HAM,1,LIVERMORE,0.354
5,0,NEW HAM,200,LANGDON,-0.386
5,0,NEW JER,1,STOCKTON,0.733
5,0,NEW JER,1,RUTHERFURD,0.908
5,0,NEW JER,1,DAVENPORT,0.83
5,0,NEW YOR,1,LAURANCE,0.768
