Congress,DistNum,State,PartyCode,Name,FirstDim
17,3,MARYLAN,1,WARFIELD HR,-0.186
17,4,MARYLAN,200,NELSON  J.,0.759
17,5,MARYLAN,200,LITTLE  P.,0.104
17,5,MARYLAN,200,SMITH  S.,0.031
17,6,MARYLAN,200,REED  P.,0.325
17,7,MARYLAN,200,WRIGHT  R.,0.07
17,8,MARYLAN,1,BAYLY  T.,-0.18
17,1,MASSACH,200,GORHAM  B.,0.241
17,2,MASSACH,200,BARSTOW  G.,0.653
17,3,MASSACH,1,NELSON  J.,0.433
17,4,MASSACH,200,FULLER  T.,0.262
17,5,MASSACH,1,LATHROP  S.,0.512
17,6,MASSACH,1,ALLEN  S.C.,0.479
17,7,MASSACH,1,DWIGHT H.W.,0.202
17,8,MASSACH,200,HOBART  A.,0.218
17,9,MASSACH,1,REED  J.,0.479
17,10,MASSACH,1,BAYLIES  F.,-0.044
17,11,MASSACH,200,RUSSELL  J.,0.212
17,12,MASSACH,1,BIGELOW  L.,0.398
17,13,MASSACH,200,EUSTIS  W.,0.163
17,1,MISSISS,200,RANKIN  C.,-0.351
17,1,MISSOUR,200,SCOTT  J.,0.377
17,98,NEW HAM,200,MATSON  A.,0.42
17,98,NEW HAM,200,PLUMER  W.,0.259
17,98,NEW HAM,200,WHIPPLE  T.,0.226
17,98,NEW HAM,200,UPHAM  N.,0.392
17,98,NEW HAM,200,BUTLER  J.,0.455
17,98,NEW HAM,200,HARVEY  M.,0.309
17,98,NEW JER,200,MATLACK  J.,0.793
17,98,NEW JER,200,CASSEDY  G.,0.314
17,98,NEW JER,200,CONDICT  L.,0.203
17,98,NEW JER,200,SWAN  S.,0.395
17,98,NEW JER,200,BATEMAN  E.,0.348
17,98,NEW JER,200,HOLCOMBE G.,0.19
17,1,NEW YOR,1,COLDEN C.D.,0.915
17,1,NEW YOR,200,WOOD  S.,0.23
17,2,NEW YOR,200,MORGAN J.J.,0.098
17,2,NEW YOR,200,CAMBRELENG,-0.317
17,3,NEW YOR,200,PIERSON J.H,0.767
17,4,NEW YOR,200,VAN WYCK WW,0.625
17,5,NEW YOR,1,PATTERSON W,0.924
17,6,NEW YOR,200,BORLAND  C.,0.767
17,7,NEW YOR,1,RUGGLES C.H,0.195
17,8,NEW YOR,200,MCCARTY  R.,0.585
17,9,NEW YOR,1,VANRENSSELA,0.172
17,10,NEW YOR,1,DICKINSON J,0.376
17,11,NEW YOR,200,TAYLOR J.W.,0.265
17,12,NEW YOR,200,PITCHER  N.,0.198
17,12,NEW YOR,200,WALWORTH RH,0.469
17,13,NEW YOR,1,GEBHARD  J.,0.441
17,14,NEW YOR,200,CONKLING A.,0.098
17,15,NEW YOR,200,HAWKES  J.,0.521
17,15,NEW YOR,200,CAMPBELL S.,0.377
17,16,NEW YOR,1,KIRKLAND J.,-0.161
17,17,NEW YOR,200,HUBBARD T.H,0.384
17,18,NEW YOR,1,STERLING M.,0.97
17,19,NEW YOR,200,LITCHFIELD,0.12
17,20,NEW YOR,200,WOODCOCK D.,0.354
17,20,NEW YOR,200,ROCHESTER W,0.901
17,21,NEW YOR,200,SPENCER  E.,0.474
17,22,NEW YOR,200,TRACY  A.H.,0.506
17,1,NORTH C,200,SAWYER  L.,-0.011
17,2,NORTH C,200,BURTON H.G.,-0.421
17,3,NORTH C,200,HALL  T.H.,-0.605
17,4,NORTH C,200,BLACKLEDGE,-0.572
17,5,NORTH C,200,HOOKS  C.,-0.467
17,6,NORTH C,200,EDWARDS W.N,-0.631
17,7,NORTH C,1,MCNEILL  A.,-0.712
17,8,NORTH C,200,CRUDUP  J.,-0.118
17,9,NORTH C,200,SAUNDERS RM,-0.534
17,10,NORTH C,200,LONG  J.,-0.527
17,11,NORTH C,200,CONNOR H.W.,-0.504
17,12,NORTH C,200,WALKER  F.,-0.35
17,13,NORTH C,200,WILLIAMS L.,-0.042
17,1,OHIO,200,ROSS  T.R.,0.282
17,2,OHIO,200,CAMPBELL JW,0.14
17,3,OHIO,200,BARBER  L.,0.259
17,4,OHIO,200,CHAMBERS D.,0.254
17,5,OHIO,200,VANCE  J.,0.399
17,6,OHIO,200,SLOANE  J.,0.901
17,1,PENNSYL,1,SERGEANT J.,0.457
17,1,PENNSYL,1,HEMPHILL J.,0.405
17,1,PENNSYL,1,EDWARDS  S.,0.389
17,1,PENNSYL,1,MILNOR  W.,0.625
17,2,PENNSYL,200,GROSS  S.,0.341
17,2,PENNSYL,200,DARLINGTON,0.268
17,3,PENNSYL,1,BUCHANAN J.,-0.232
17,3,PENNSYL,1,PHILLIPS J.,0.253
17,4,PENNSYL,200,MITCHELL JS,0.226
17,5,PENNSYL,200,FINDLAY  J.,0.199
17,5,PENNSYL,1,MCSHERRY J.,0.283
17,6,PENNSYL,200,ROGERS T.J.,0.334
17,6,PENNSYL,200,MOORE  S.,0.308
17,7,PENNSYL,1,WORMAN  L.,0.301
17,8,PENNSYL,200,TOD  J.,0.575
17,9,PENNSYL,200,BROWN  J.,0.686
17,10,PENNSYL,200,MURRAY  T.,0.355
17,10,PENNSYL,200,DENISON  G.,0.54
17,11,PENNSYL,200,PLUMER  G.,0.239
17,12,PENNSYL,200,PATTERSON T,0.293
17,13,PENNSYL,200,STEWART  A.,0.201
17,14,PENNSYL,200,BALDWIN  H.,-0.136
17,15,PENNSYL,200,FARRELLY P.,0.39
17,98,RHODE I,200,EDDY  S.,0.2
17,98,RHODE I,200,DURFEE  J.,0.195
17,1,SOUTH C,200,POINSETT JR,-0.36
17,2,SOUTH C,200,LOWNDES  W.,-0.019
17,3,SOUTH C,200,MITCHELL TR,-0.385
17,4,SOUTH C,200,OVERSTREET,-0.469
17,5,SOUTH C,200,TUCKER  S.,-0.612
17,6,SOUTH C,200,MCDUFFIE  G,-0.292
17,7,SOUTH C,200,WILSON  J.,-0.783
17,8,SOUTH C,200,GIST  J.,-0.644
17,9,SOUTH C,200,BLAIR  J.,-0.483
17,1,TENNESS,200,RHEA  J.,-0.233
17,2,TENNESS,200,COCKE  J.,-0.216
17,3,TENNESS,200,JONES  F.,-0.418
17,4,TENNESS,200,ALLEN  R.,-0.239
17,5,TENNESS,200,CANNON  N.,-0.28
17,1,VERMONT,200,MALLARY R.C,0.307
17,2,VERMONT,200,WHITE  P.,0.467
17,3,VERMONT,200,RICH  C.,0.234
17,4,VERMONT,200,KEYES  E.,0.489
17,5,VERMONT,200,CRAFTS S.C.,0.325
17,6,VERMONT,200,MATTOCKS J.,0.171
17,1,VIRGINI,200,JACKSON E.B,-0.266
17,2,VIRGINI,1,VANSWEARING,-0.434
17,3,VIRGINI,200,WILLIAMS J.,-0.305
17,4,VIRGINI,200,MCCOY  W.,-0.587
17,5,VIRGINI,200,FLOYD  J.,-0.519
17,6,VIRGINI,200,SMYTH  A.,-0.326
17,7,VIRGINI,200,SMITH  W.,-0.242
17,8,VIRGINI,1,MERCER C.F.,0.096
17,9,VIRGINI,200,BALL  W.L.,-0.939
17,10,VIRGINI,200,MOORE  T.L.,-0.223
17,12,VIRGINI,200,GARNETT R.S,-0.577
17,13,VIRGINI,200,BASSETT  B.,-0.308
17,14,VIRGINI,200,LEFTWICH J.,-0.323
17,15,VIRGINI,200,TUCKER  G.,-0.513
17,17,VIRGINI,200,ARCHER W.S.,-0.182
17,18,VIRGINI,200,ALEXANDER M,-0.563
17,19,VIRGINI,200,JONES  J.,-0.418
17,20,VIRGINI,200,SMITH  A.,-0.488
17,21,VIRGINI,200,NEWTON  T.,0.011
17,22,VIRGINI,200,NELSON  H.,-0.129
17,23,VIRGINI,200,STEVENSON A,-0.422
17,0,ALABAMA,200,KING  W.R.,-0.386
17,0,ALABAMA,200,WALKER  J.,-0.343
17,0,CONNECT,200,LANMAN  J.,0.714
17,0,CONNECT,200,BOARDMAN,0.502
17,0,DELAWAR,1,VANDYKE  N.,0.414
17,0,GEORGIA,200,ELLIOTT  J.,-0.105
17,0,GEORGIA,200,WARE  N.,-0.083
17,0,ILLINOI,200,EDWARDS  N.,-0.091
17,0,ILLINOI,200,THOMAS  J.,0.246
17,0,INDIANA,200,NOBLE  J.,0.273
17,0,INDIANA,200,TAYLOR  W.,0.012
17,0,KENTUCK,200,TALBOT  I.,0.166
17,0,KENTUCK,200,JOHNSON  R.,-0.187
17,0,LOUISIA,200,JOHNSON  H.,-0.037
17,0,LOUISIA,200,BROWN  J.,0.043
17,0,MAINE,200,HOLMES  J.,0.353
17,0,MAINE,200,CHANDLER,0.198
17,0,MARYLAN,200,LLOYD  E.,0.006
17,0,MASSACH,1,MILLS  E.H.,0.643
17,0,MASSACH,1,OTIS  H.G.,0.668
17,0,MISSISS,200,HOLMES  D.,-0.148
17,0,MISSISS,200,WILLIAMS,-0.198
17,0,MISSOUR,200,BENTON  T.,-0.305
17,0,MISSOUR,200,BARTON  D.,0.334
17,0,NEW HAM,200,MORRIL  D.,0.405
17,0,NEW HAM,200,PARROTT  J.,0.232
17,0,NEW JER,200,DICKERSON,0.123
17,0,NEW JER,200,SOUTHARD,0.636
17,0,NEW YOR,1,KING  R.,0.588
17,0,NEW YOR,200,VANBUREN,0.148
17,0,NORTH C,200,MACON  N.,-0.291
17,0,NORTH C,200,STOKES  M.,-0.132
17,0,OHIO,200,RUGGLES  B.,0.441
17,0,OHIO,200,BROWN  E.A.,0.354
17,0,PENNSYL,200,FINDLAY  W.,0.044
17,0,PENNSYL,200,LOWRIE  W.,0.616
17,0,RHODE I,200,KNIGHT  N.,0.509
17,0,RHODE I,200,DEWOLF  J.,0.906
17,0,SOUTH C,200,SMITH  W.,0.219
17,0,SOUTH C,200,GAILLARD,-0.135
17,0,TENNESS,200,EATON  J.H.,-0.475
17,0,TENNESS,200,WILLIAMS,-0.085
17,0,VERMONT,200,SEYMOUR  H.,0.663
17,0,VERMONT,200,PALMER  W.,0.536
17,0,VIRGINI,200,BARBOUR  J.,-0.229
17,0,VIRGINI,200,PLEASANTS,-0.135
18,0,USA,200,MONROE,0.133
18,1,ALABAMA,1346,MOORE  G.,-0.109
18,2,ALABAMA,1346,MCKEE,-0.277
18,3,ALABAMA,1346,OWEN,-0.239
18,98,CONNECT,8888,STODDARD,0.729
18,98,CONNECT,8888,TOMLINSON,0.388
18,98,CONNECT,8888,STERLING,0.871
18,98,CONNECT,8888,WHITMAN,0.872
18,98,CONNECT,8888,BARBER,0.324
18,98,CONNECT,8888,FOOTE  S.,0.544
18,1,DELAWAR,6000,MCLANE,-0.001
18,98,GEORGIA,7777,ABBOTT,-0.278
18,98,GEORGIA,7777,CARY,-0.573
18,98,GEORGIA,7777,FORSYTH,-0.326
18,98,GEORGIA,7777,THOMPSON  W,-0.601
18,98,GEORGIA,7777,TATTNALL,-0.611
18,98,GEORGIA,7777,CUTHBERT,-0.344
18,98,GEORGIA,7777,COBB,-0.262
18,1,ILLINOI,8888,COOK,0.228
18,1,INDIANA,200,PRINCE,0.235
18,2,INDIANA,1346,JENNINGS,0.132
18,3,INDIANA,1346,TEST,0.32
18,1,KENTUCK,8888,TRIMBLE,0.042
18,2,KENTUCK,8888,METCALFE,0.104
18,4,KENTUCK,8888,LETCHER,0.196
18,5,KENTUCK,1346,JOHNSON J.T,0.167
18,6,KENTUCK,8888,WHITE,0.514
18,7,KENTUCK,1346,MOORE  T.,0.108
18,8,KENTUCK,8888,BUCKNER,0.183
18,9,KENTUCK,1346,WICKLIFFE,-0.064
18,10,KENTUCK,8888,JOHNSON  F.,0.116
18,11,KENTUCK,8888,THOMPSON  P,0.167
18,12,KENTUCK,1346,HENRY,0.267
18,1,LOUISIA,1346,LIVINGSTON,0
18,2,LOUISIA,8888,GURLEY,0.023
18,3,LOUISIA,8888,BRENT,0.025
18,1,MAINE,8888,BURLEIGH,0.007
18,2,MAINE,8000,LONGFELLOW,0.005
18,3,MAINE,8888,HERRICK,-0.075
18,4,MAINE,8888,CUSHMAN,0.133
18,5,MAINE,8888,LINCOLN,0.224
18,6,MAINE,8888,OBRIEN,-0.263
18,7,MAINE,8888,KIDDER,0.296
18,1,MARYLAN,8000,NEALE,-0.207
18,2,MARYLAN,8888,KENT,0.067
18,3,MARYLAN,8000,WARFIELD,-0.186
18,4,MARYLAN,7000,LEE,-0.294
18,5,MARYLAN,1346,MCKIM,-0.169
18,5,MARYLAN,1346,LITTLE,0.104
18,6,MARYLAN,8888,MITCHELL  G,-0.014
18,7,MARYLAN,7777,HAYWARD,-0.469
18,8,MARYLAN,8888,SPENCE,0.057
18,1,MASSACH,8000,WEBSTER,0.463
18,2,MASSACH,8888,CROWNINSHIE,0.31
18,3,MASSACH,8000,NELSON,0.433
18,4,MASSACH,8888,FULLER,0.262
18,5,MASSACH,8888,SIBLEY,0.108
18,6,MASSACH,8888,LOCKE,0.263
18,7,MASSACH,8000,ALLEN  S.,0.479
18,8,MASSACH,8000,LATHROP,0.512
18,9,MASSACH,8000,DWIGHT,0.202
18,11,MASSACH,8888,HOBART,0.218
18,12,MASSACH,7000,BAYLIES,-0.044
18,13,MASSACH,8000,REED,0.479
18,1,MISSISS,1346,RANKIN,-0.351
18,1,MISSOUR,8888,SCOTT,0.377
18,98,NEW HAM,8888,MATSON,0.42
18,98,NEW HAM,8888,WHIPPLE,0.226
18,98,NEW HAM,8888,PLUMER  W.,0.259
18,98,NEW HAM,8888,BARTLETT,0.1
18,98,NEW HAM,8888,LIVERMORE,0.303
18,98,NEW HAM,8888,HARVEY,0.309
18,98,NEW JER,8888,MATLACK,0.793
18,98,NEW JER,1346,GARRISON,0.241
18,98,NEW JER,1346,CASSEDY,0.314
18,98,NEW JER,1346,HOLCOMBE,0.19
18,98,NEW JER,1346,SWAN,0.395
18,98,NEW JER,1346,CONDICT,0.203
18,1,NEW YOR,8888,WOOD,0.23
18,2,NEW YOR,7777,TYSON,0.657
18,3,NEW YOR,1346,MORGAN,0.098
18,3,NEW YOR,8888,SHARPE,0.531
18,3,NEW YOR,7777,CAMBRELENG,-0.317
18,4,NEW YOR,7777,FROST,-0.096
18,5,NEW YOR,8888,VANWYCK,0.625
18,6,NEW YOR,1346,CRAIG,0.037
18,7,NEW YOR,7777,JENKINS,0.619
18,8,NEW YOR,8000,STRONG,0.58
18,9,NEW YOR,7777,HOGEBOOM,0.387
18,10,NEW YOR,8000,VANRENSSEL,0.172
18,11,NEW YOR,7777,FOOTE  C.,0.274
18,12,NEW YOR,7777,EATON,0.5
18,13,NEW YOR,8888,WILLIAMS  I,0.025
18,14,NEW YOR,8000,STORRS,0.302
18,15,NEW YOR,8888,HERKIMER,0.51
18,16,NEW YOR,8888,CADY,0.777
18,17,NEW YOR,8888,TAYLOR,0.265
18,18,NEW YOR,8000,MARTINDALE,0.666
18,19,NEW YOR,7777,RICHARDS,0.33
18,20,NEW YOR,7777,COLLINS,0.513
18,20,NEW YOR,7777,TENEYCK,0.548
18,21,NEW YOR,7777,CLARK,0.479
18,22,NEW YOR,7777,DWINELL,-0.057
18,23,NEW YOR,7777,LITCHFIELD,0.12
18,24,NEW YOR,7777,DAY,-0.359
18,25,NEW YOR,8888,LAWRENCE,0.4
18,26,NEW YOR,8888,MARVIN,0.413
18,26,NEW YOR,8888,ROSE,0.287
18,27,NEW YOR,8888,HAYDEN,0.383
18,28,NEW YOR,8888,WOODS,0.736
18,29,NEW YOR,8888,ADAMS,0.545
18,30,NEW YOR,8888,TRACY,0.506
18,1,NORTH C,7777,GATLIN,-0.326
18,2,NORTH C,7777,BURTON,-0.421
18,3,NORTH C,7777,HALL,-0.605
18,4,NORTH C,7777,SPAIGHT,-0.634
18,5,NORTH C,7777,HOOKS,-0.467
18,6,NORTH C,7777,EDWARDS W.,-0.631
18,7,NORTH C,8000,CULPEPPER,-0.017
18,8,NORTH C,7777,MANGUM,-0.039
18,9,NORTH C,7777,SAUNDERS,-0.534
18,10,NORTH C,7777,LONG,-0.527
18,11,NORTH C,1346,CONNOR,-0.504
18,12,NORTH C,1346,VANCE  R.,-0.334
18,13,NORTH C,7777,WILLIAMS  L,-0.042
18,1,OHIO,1346,GAZLAY,0.609
18,2,OHIO,7777,ROSS,0.282
18,3,OHIO,8888,MCLEAN,0.463
18,4,OHIO,8888,VANCE  J.,0.399
18,5,OHIO,1346,CAMPBELL  J,0.14
18,6,OHIO,8888,MCARTHUR,0.654
18,7,OHIO,8888,VINTON,0.456
18,8,OHIO,7777,WILSON  W.,0.324
18,9,OHIO,8888,BEECHER,0.421
18,10,OHIO,8888,PATTERSON J,0.676
18,11,OHIO,8888,WRIGHT,0.798
18,12,OHIO,8888,SLOANE,0.901
18,13,OHIO,8888,WHITTLESEY,0.281
18,14,OHIO,8888,BARTLEY,0.54
18,1,PENNSYL,8000,BRECK,-0.1
18,2,PENNSYL,7000,HEMPHILL,0.405
18,3,PENNSYL,1346,MILLER,0.091
18,4,PENNSYL,7000,EDWARDS S.,0.389
18,4,PENNSYL,7000,WAYNE,0.166
18,4,PENNSYL,7000,BUCHANAN,-0.232
18,5,PENNSYL,1346,MARKLEY,0.346
18,6,PENNSYL,1346,HARRIS,0.318
18,7,PENNSYL,1346,WILSON  H.,0.281
18,7,PENNSYL,1346,UDREE,0.103
18,8,PENNSYL,1346,INGHAM,0.006
18,8,PENNSYL,1346,ROGERS,0.334
18,9,PENNSYL,7000,ELLIS,0.562
18,9,PENNSYL,1346,KREMER,-0.041
18,9,PENNSYL,1346,MCKEAN,0.026
18,10,PENNSYL,1346,MITCHELL  J,0.226
18,11,PENNSYL,1346,WILSON  JA,0.448
18,11,PENNSYL,1346,FINDLAY,0.199
18,12,PENNSYL,1346,BROWN,0.686
18,13,PENNSYL,200,TOD,0.575
18,14,PENNSYL,1346,STEWART,0.201
18,15,PENNSYL,1346,PATTERSON T,0.293
18,16,PENNSYL,1346,FORWARD,0.576
18,16,PENNSYL,1346,ALLISON,0.287
18,17,PENNSYL,1346,PLUMER  G.,0.239
18,18,PENNSYL,1346,FARRELLY,0.39
18,98,RHODE I,8888,EDDY,0.2
18,98,RHODE I,8888,DURFEE,0.195
18,1,SOUTH C,1346,POINSETT,-0.36
18,2,SOUTH C,1346,HAMILTON,-0.402
18,3,SOUTH C,1346,CAMPBELL  R,-0.284
18,4,SOUTH C,1346,GOVAN,-0.511
18,5,SOUTH C,1346,MCDUFFIE,-0.292
18,6,SOUTH C,1346,WILSON  JO,-0.783
18,7,SOUTH C,1346,GIST,-0.644
18,8,SOUTH C,1346,CARTER,-0.255
18,9,SOUTH C,1346,TUCKER  S.,-0.612
18,1,TENNESS,1346,BLAIR,-0.238
18,2,TENNESS,1346,COCKE,-0.216
18,3,TENNESS,1346,STANDIFER,-0.257
18,4,TENNESS,1346,ISACKS,-0.128
18,5,TENNESS,1346,ALLEN  R.,-0.239
18,6,TENNESS,1346,SANDFORD,-0.314
18,7,TENNESS,1346,HOUSTON,-0.372
18,8,TENNESS,1346,REYNOLDS,-0.162
18,9,TENNESS,1346,ALEXANDER A,-0.082
18,98,VERMONT,8888,CRAFTS,0.325
18,98,VERMONT,8888,BUCK,0.076
18,98,VERMONT,8888,BRADLEY,0.213
18,98,VERMONT,8888,MALLARY,0.307
18,98,VERMONT,200,RICH,0.234
18,1,VIRGINI,8888,NEWTON,0.011
18,2,VIRGINI,7777,SMITH  A.,-0.488
18,3,VIRGINI,7777,ARCHER,-0.182
18,4,VIRGINI,7777,ALEXANDER M,-0.563
18,5,VIRGINI,7777,RANDOLPH,-0.047
18,6,VIRGINI,7777,TUCKER  G.,-0.513
18,7,VIRGINI,7777,LEFTWICH,-0.323
18,8,VIRGINI,7777,BASSETT,-0.308
18,9,VIRGINI,7777,STEVENSON,-0.422
18,10,VIRGINI,7777,RIVES,-0.248
18,11,VIRGINI,7777,BARBOUR  P.,-0.601
18,12,VIRGINI,7777,GARNETT,-0.577
18,13,VIRGINI,7777,TALIAFERRO,-0.06
18,14,VIRGINI,7777,MERCER,0.096
18,15,VIRGINI,7777,BARBOUR  J.,-0.106
18,16,VIRGINI,6000,STEPHENSON,0.423
18,17,VIRGINI,7777,WILLIAMS  J,-0.305
18,18,VIRGINI,1346,JOHNSON  J.,-0.313
18,19,VIRGINI,7777,MCCOY,-0.587
18,20,VIRGINI,7777,FLOYD,-0.519
18,21,VIRGINI,7777,SMITH  W.,-0.242
18,22,VIRGINI,7777,SMYTH,-0.326
18,0,ALABAMA,1346,KELLY  W.,-0.36
18,0,ALABAMA,1346,KING  W.R.,-0.386
18,0,CONNECT,7777,LANMAN  J.,0.714
18,0,CONNECT,1346,EDWARDS  H.,0.585
18,0,DELAWAR,8000,CLAYTON  T.,0.436
18,0,DELAWAR,8000,VANDYKE  N.,0.414
18,0,GEORGIA,7777,ELLIOTT  J.,-0.105
18,0,GEORGIA,7777,WARE  N.,-0.083
18,0,ILLINOI,7777,THOMAS  J.,0.246
18,0,ILLINOI,7777,MCLEAN  J.,-0.023
18,0,INDIANA,7777,NOBLE  J.,0.273
18,0,INDIANA,8888,TAYLOR  W.,0.012
18,0,KENTUCK,8888,TALBOT  I.,0.166
18,0,KENTUCK,1346,JOHNSON  R.,-0.187
18,0,LOUISIA,8888,JOHNSON  H.,-0.037
18,0,LOUISIA,8888,JOHNSTON  J,0.261
18,0,LOUISIA,8888,BOULIGNY,0.049
18,0,MAINE,7777,CHANDLER,0.198
18,0,MAINE,7777,HOLMES  J.,0.353
18,0,MARYLAN,7777,LLOYD  E.,0.006
18,0,MARYLAN,7777,SMITH  S.,0.031
18,0,MASSACH,8000,LLOYD  J.,0.596
18,0,MASSACH,8000,MILLS  E.H.,0.643
18,0,MISSISS,1346,WILLIAMS,-0.198
18,0,MISSISS,1346,HOLMES  D.,-0.148
18,0,MISSOUR,1346,BENTON  T.,-0.305
18,0,MISSOUR,8888,BARTON  D.,0.334
18,0,NEW HAM,8888,BELL  S.,0.632
18,0,NEW HAM,8888,PARROTT  J.,0.232
18,0,NEW JER,7777,DICKERSON,0.123
18,0,NEW JER,8888,MCILVAINE,0.316
18,0,NEW YOR,7777,VANBUREN,0.148
18,0,NEW YOR,8000,KING  R.,0.588
18,0,NORTH C,7777,MACON  N.,-0.291
18,0,NORTH C,7777,BRANCH  J.,-0.231
18,0,OHIO,7777,RUGGLES  B.,0.441
18,0,OHIO,8888,BROWN  E.A.,0.354
18,0,PENNSYL,7777,LOWRIE  W.,0.616
18,0,PENNSYL,1346,FINDLAY  W.,0.044
18,0,RHODE I,7777,KNIGHT  N.,0.509
18,0,RHODE I,7777,DEWOLF  J.,0.906
18,0,SOUTH C,7777,GAILLARD,-0.135
18,0,SOUTH C,1346,HAYNE  R.Y.,-0.033
18,0,TENNESS,1346,JACKSON  A.,-0.486
18,0,TENNESS,1346,EATON  J.H.,-0.475
18,0,VERMONT,8888,SEYMOUR  H.,0.663
18,0,VERMONT,8888,PALMER  W.,0.536
18,0,VIRGINI,7777,BARBOUR  J.,-0.229
18,0,VIRGINI,7777,TAYLOR  J.,-0.814
18,0,VIRGINI,1346,TAZEWELL,-0.055
19,0,USA,22,ADAMS J Q,0.394
19,1,ALABAMA,555,MOORE  G.,-0.109
19,2,ALABAMA,555,MC KEE  J.,-0.277
19,3,ALABAMA,555,OWEN  G.W.,-0.239
19,98,CONNECT,22,PHELPS  E.,0.286
19,98,CONNECT,22,BARBER  N.,0.324
19,98,CONNECT,22,BALDWIN  J.,0.106
19,98,CONNECT,22,MERWIN  O.,0.352
19,98,CONNECT,22,INGERSOLL R,0.338
19,98,CONNECT,22,TOMLINSON G,0.388
19,98,DELAWAR,555,MC LANE  L.,-0.001
19,98,GEORGIA,555,THOMPSON  W,-0.601
19,98,GEORGIA,555,MERIWETHER,-0.837
19,98,GEORGIA,555,FORSYTH  J.,-0.326
19,98,GEORGIA,555,TATTNALL EF,-0.611
19,98,GEORGIA,555,CARY  G.,-0.573
19,98,GEORGIA,555,HAYNES  C.,-0.559
19,1,ILLINOI,22,COOK  D.P.,0.228
19,1,INDIANA,555,BOON  R.,-0.243
19,2,INDIANA,22,JENNINGS  J,0.132
19,3,INDIANA,22,TEST  J.,0.32
19,1,KENTUCK,22,TRIMBLE  D.,0.042
19,2,KENTUCK,22,METCALFE  T,0.104
19,3,KENTUCK,22,CLARK  J.,0.284
19,4,KENTUCK,22,LETCHER R.P,0.196
19,5,KENTUCK,555,JOHNSON  J.,0.019
19,5,KENTUCK,555,MC HATTON R,0.092
19,6,KENTUCK,555,LE COMPTE J,-0.243
19,7,KENTUCK,555,MOORE  T.P.,0.108
19,8,KENTUCK,22,BUCKNER R.A,0.183
19,9,KENTUCK,555,WICKLIFFE C,-0.064
19,10,KENTUCK,22,JOHNSON  F.,0.116
19,11,KENTUCK,22,YOUNG  W.S.,0.067
19,12,KENTUCK,555,HENRY  R.P.,0.267
19,12,KENTUCK,22,HENRY  J.F.,0.224
19,1,LOUISIA,555,LIVINGSTON,0
19,2,LOUISIA,22,GURLEY  H.H,0.023
19,3,LOUISIA,22,BRENT  W.L.,0.025
19,1,MAINE,22,BURLEIGH  W,0.007
19,2,MAINE,555,ANDERSON  J,-0.384
19,3,MAINE,22,HERRICK  E.,-0.075
19,4,MAINE,22,SPRAGUE  P.,0.428
19,5,MAINE,22,LINCOLN  E.,0.224
19,5,MAINE,555,RIPLEY  J.W,-0.418
19,6,MAINE,22,OBRIEN  J.,-0.263
19,7,MAINE,22,KIDDER  D.,0.296
19,1,MARYLAN,22,DORSEY  C.,0.271
19,2,MARYLAN,555,WEEMS  J.C.,0.053
19,3,MARYLAN,555,PETER  G.,-0.071
19,4,MARYLAN,22,WORTHINGTON,0.075
19,5,MARYLAN,22,LITTLE  P.,0.104
19,5,MARYLAN,22,BARNEY  J.,0.258
19,6,MARYLAN,555,MITCHELL GE,-0.014
19,7,MARYLAN,22,KERR  J.L.,0.12
19,8,MARYLAN,22,MARTIN  R.N,0.225
19,1,MASSACH,22,WEBSTER  D.,0.463
19,2,MASSACH,22,CROWNINSHIE,0.31
19,3,MASSACH,22,VARNUM  J.,0.216
19,4,MASSACH,22,EVERETT  E.,0.396
19,5,MASSACH,22,DAVIS  J.,0.52
19,6,MASSACH,22,LOCKE  J.,0.263
19,7,MASSACH,22,ALLEN  S.C.,0.479
19,8,MASSACH,22,LATHROP  S.,0.512
19,9,MASSACH,22,DWIGHT  H.W,0.202
19,10,MASSACH,22,BAILEY  J.,0.604
19,11,MASSACH,22,HOBART  A.,0.218
19,12,MASSACH,555,BAYLIES  F.,-0.044
19,13,MASSACH,22,REED  J.,0.479
19,1,MISSISS,555,HAILE  W.,-0.175
19,1,MISSOUR,22,SCOTT  J.,0.377
19,98,NEW HAM,22,EASTMAN  N.,-0.13
19,98,NEW HAM,22,HEALY  J.,-0.085
19,98,NEW HAM,22,WHIPPLE  T.,0.226
19,98,NEW HAM,22,BARTLETT  I,0.1
19,98,NEW HAM,555,HARVEY  J.,-0.537
19,98,NEW HAM,22,BROWN  T.,-0.121
19,98,NEW JER,555,GARRISON  D,0.241
19,98,NEW JER,22,SWAN  S.,0.395
19,98,NEW JER,555,CASSEDY  G.,0.314
19,98,NEW JER,555,HOLCOMBE  G,0.19
19,98,NEW JER,22,CONDICT  L.,0.203
19,98,NEW JER,22,TUCKER  E.,0.303
19,1,NEW YOR,22,WOOD  S.,0.23
19,2,NEW YOR,22,SANDS  J.,0.479
19,3,NEW YOR,555,JOHNSON  J.,-0.225
19,3,NEW YOR,555,CAMBRELENG,-0.317
19,3,NEW YOR,555,VERPLANCK G,-0.171
19,4,NEW YOR,22,WARD  A.,-0.242
19,5,NEW YOR,22,WHITE  B.,0.112
19,6,NEW YOR,555,HALLOCK  J.,-0.455
19,7,NEW YOR,22,HASBROUCK A,0.106
19,8,NEW YOR,22,STRONG  J.,0.58
19,9,NEW YOR,22,MC MANUS  W,-0.196
19,10,NEW YOR,22,VANRENSSELA,0.172
